,name,Morgan radius 2 tanimoto similarity average,Morgan radius 2 tanimoto similarity std,Morgan radius 2 tanimoto similarity max,Morgan radius 2 tanimoto similarity median,Morgan radius 2 tanimoto similarity percentile 80,Morgan radius 2 tanimoto similarity percentile 90,Morgan radius 2 tanimoto similarity percentile 95,Morgan radius 3 tanimoto similarity average,Morgan radius 3 tanimoto similarity std,Morgan radius 3 tanimoto similarity max,Morgan radius 3 tanimoto similarity median,Morgan radius 3 tanimoto similarity percentile 80,Morgan radius 3 tanimoto similarity percentile 90,Morgan radius 3 tanimoto similarity percentile 95,Morgan radius 4 tanimoto similarity average,Morgan radius 4 tanimoto similarity std,Morgan radius 4 tanimoto similarity max,Morgan radius 4 tanimoto similarity median,Morgan radius 4 tanimoto similarity percentile 80,Morgan radius 4 tanimoto similarity percentile 90,Morgan radius 4 tanimoto similarity percentile 95,custom fingerprint tanimoto similarity average,custom fingerprint tanimoto similarity std,custom fingerprint tanimoto similarity max,custom fingerprint tanimoto similarity median,custom fingerprint tanimoto similarity percentile 80,custom fingerprint tanimoto similarity percentile 90,custom fingerprint tanimoto similarity percentile 95
"(2S,5S)-2,5-dimethyloxolane","(2S,5S)-2,5-dimethyloxolane",0.029828924990180798,0.034292084451611034,1.0,0.022727272727272728,0.046153846153846156,0.06666666666666667,0.09090909090909091,0.02661210065354446,0.030621392785331582,1.0,0.020618556701030927,0.041237113402061855,0.058823529411764705,0.07936507936507936,0.02591378433780275,0.030019572712268416,1.0,0.02040816326530612,0.04081632653061224,0.05714285714285714,0.07692307692307693,0.1289703116123659,0.08100922700943998,1.0,0.1111111111111111,0.04081632653061224,0.05714285714285714,0.07692307692307693
(5S)-5-ethenyl-2-oxazolidinethione,(5S)-5-ethenyl-2-oxazolidinethione,0.03320642887356988,0.022379034794024394,0.19230769230769232,0.031746031746031744,0.047619047619047616,0.06,0.07352941176470588,0.029603757207165796,0.019891454459903424,0.17857142857142858,0.028169014084507043,0.0425531914893617,0.05357142857142857,0.06451612903225806,0.02909603112630305,0.019585489786875496,0.17857142857142858,0.0273972602739726,0.041666666666666664,0.05263157894736842,0.06349206349206349,0.23295105840161695,0.07940608062224006,0.75,0.2222222222222222,0.041666666666666664,0.05263157894736842,0.06349206349206349
2-(4-Bromobenzenesulfonyl)acetic acid,2-(4-Bromobenzenesulfonyl)acetic acid,0.12906974502125299,0.06964188335976597,0.7209302325581395,0.12727272727272726,0.1791044776119403,0.21666666666666667,0.25,0.10828186733043592,0.05750083795803929,0.6538461538461539,0.10666666666666667,0.14925373134328357,0.1797752808988764,0.20634920634920634,0.10174299607052606,0.05362395405355094,0.6140350877192983,0.1,0.14,0.16883116883116883,0.19402985074626866,0.29490321367765215,0.12620676613611223,1.0,0.2727272727272727,0.14,0.16883116883116883,0.19402985074626866
"(1S,3R)-3-methylcyclohexan-1-amine","(1S,3R)-3-methylcyclohexan-1-amine",0.03074321855883025,0.042706442008589286,1.0,0.019230769230769232,0.04,0.075,0.1111111111111111,0.02694231540073546,0.03647276356417674,1.0,0.016666666666666666,0.03571428571428571,0.06337150894112913,0.09433962264150944,0.02636847515043513,0.03585525422537127,1.0,0.016666666666666666,0.03508771929824561,0.06,0.09063636363636264,0.139544897374688,0.074558694696828,1.0,0.125,0.03508771929824561,0.06,0.09063636363636264
5-Acetamido-2-methylbenzoic acid,5-Acetamido-2-methylbenzoic acid,0.14240515087435934,0.06827390899595825,0.8048780487804879,0.13709677419354838,0.18571428571428572,0.22,0.25862068965517243,0.11777160156098357,0.054948013794474435,0.6415094339622641,0.11363636363636363,0.15384615384615385,0.18055555555555555,0.21052631578947367,0.11192607716939379,0.05230495199088899,0.5862068965517241,0.10810810810810811,0.1452991452991453,0.17154401154401144,0.2,0.29421052882837717,0.1102290867064034,1.0,0.27586206896551724,0.1452991452991453,0.17154401154401144,0.2
"2-amino-3-methyl-8H-pteridine-4,7-dione","2-amino-3-methyl-8H-pteridine-4,7-dione",0.09028178219872499,0.053350494005157297,0.6136363636363636,0.08433734939759036,0.125,0.15517241379310345,0.18181818181818182,0.07356878869825903,0.041687934545145765,0.5081967213114754,0.06976744186046512,0.10144927536231885,0.12359550561797752,0.14457831325301204,0.06902190755629281,0.03851100020679261,0.47761194029850745,0.06578947368421052,0.09565217391304348,0.11594202898550725,0.13513513513513514,0.2646565567649427,0.15407802569486048,0.967741935483871,0.2222222222222222,0.09565217391304348,0.11594202898550725,0.13513513513513514
"benzylamine, N-(2,4-dinitrophenyl)-4-methyl-","benzylamine, N-(2,4-dinitrophenyl)-4-methyl-",0.1199936399906782,0.07572219568180172,0.8125,0.11538461538461539,0.1717171717171717,0.20652173913043478,0.2532827004219408,0.09922219449122048,0.06194067176565948,0.7721518987341772,0.0963855421686747,0.14018691588785046,0.16666666666666666,0.20909090909090908,0.0914528826680292,0.05605589384770774,0.7528089887640449,0.0893854748603352,0.1285554668794893,0.15123590899774542,0.18993430656934282,0.289208735948904,0.11163149150599005,1.0,0.27906976744186046,0.1285554668794893,0.15123590899774542,0.18993430656934282
"benzylamine, N-(2,4-dinitrophenyl)-3-methoxy-","benzylamine, N-(2,4-dinitrophenyl)-3-methoxy-",0.1227550052191537,0.07639091972863131,0.803030303030303,0.12209302325581395,0.17857142857142858,0.2111111111111111,0.2531188043312489,0.10014777107516196,0.061458759992677456,0.7380952380952381,0.10071942446043165,0.1440677966101695,0.16666666666666666,0.20196460012973755,0.09251504796793891,0.0557048717558056,0.7127659574468085,0.09322033898305085,0.1320754716981132,0.15333333333333332,0.18329516539440188,0.2746843443147148,0.10997233358510661,1.0,0.2631578947368421,0.1320754716981132,0.15333333333333332,0.18329516539440188
Dipropylphosphinic acid,Dipropylphosphinic acid,0.05627002749169102,0.04740680466369008,0.5862068965517241,0.043478260869565216,0.08333333333333333,0.11627906976744186,0.14754098360655737,0.048871893936017555,0.04093947050370926,0.4857142857142857,0.038461538461538464,0.07142857142857142,0.1,0.12903225806451613,0.04746748580514875,0.03993891364095195,0.4857142857142857,0.037383177570093455,0.06944444444444445,0.09654100272055952,0.125,0.17295080503718702,0.10360334355603376,1.0,0.15,0.06944444444444445,0.09654100272055952,0.125
(3-Methoxy-phenylamino)-acetic acid ethyl ester,(3-Methoxy-phenylamino)-acetic acid ethyl ester,0.13665811671374875,0.06532150851077755,0.723404255319149,0.13333333333333333,0.18571428571428572,0.21621621621621623,0.25,0.11191550415365924,0.05161737816618182,0.639344262295082,0.10869565217391304,0.15053763440860216,0.1744186046511628,0.19736842105263158,0.10384919165271322,0.04751105464363708,0.6029411764705882,0.10091743119266056,0.13976913345983563,0.16216216216216217,0.18181818181818182,0.28178036474164736,0.10723473785181237,1.0,0.2692307692307692,0.13976913345983563,0.16216216216216217,0.18181818181818182
