,compn,exp.pKa,pred.pKa,M.U.E
0,110phenanthroline_cation->neut (+1 -> +0),4.9,5.067119342427301,0.1671193424273003
1,1133tetramethylguanidine_cation->neut (+1 -> +0),13.6,13.290538927805233,0.3094610721947664
2,11dinitroethane_neut->an (+0 -> -1),5.21,4.05667221835935,1.15332778164065
3,123Nmethyltriazole_cation->neut (+1 -> +0),1.25,2.2249271232564993,0.9749271232564993
4,123triazole_cation->neut (+1 -> +0),1.17,1.7260165063489836,0.5560165063489837
5,123triazole_neut->an (+0 -> -1),9.26,9.225478524189445,0.0345214758105552
6,124Nmethyltriazole_cation->neut (+1 -> +0),3.2,2.589825124726893,0.6101748752731071
7,124triazole_cation->neut (+1 -> +0),2.39,2.34097783073884,0.0490221692611601
8,124triazole_neut->an (+0 -> -1),10.26,10.14821536433216,0.11178463566784025
9,11cyclopentanediacetic_neut->an (+0 -> -1),3.8,3.333011348740552,0.4669886512594479
10,11cyclopentanediacetic_an->2an (-1 -> -2),6.77,7.001551966931423,0.23155196693142344
11,12dihydro1methyl2oxopyrazine_cation->neut (+1 -> +0),-0.04,0.2535950011142134,0.2935950011142134
12,12dimethylindole_cation->neut (+1 -> +0),0.33,0.7556315953531199,0.42563159535311984
13,12dimethylurazole_neut->an (+0 -> -1),7.5,7.993413019236995,0.49341301923699543
14,12ethanediamine_2cation->cation (+2 -> +1),6.85,6.720183874524326,0.12981612547567334
15,12ethanediamine_cation->neut (+1 -> +0),9.92,9.788263673037672,0.1317363269623275
16,12phenylenediamine_2cation->cation (+2 -> +1),0.8,0.2327787977134621,0.5672212022865379
17,12phenylenediamine_cation->neut (+1 -> +0),4.47,5.251765649276102,0.7817656492761023
18,13cyclohexanedione_neut->an (+0 -> -1),5.26,4.898687027557314,0.36131297244268534
19,135benzenetricarboxylic_neut->an (+0 -> -1),3.12,2.6881644994553406,0.43183550054465947
20,135benzenetricarboxylic_an->2an (-1 -> -2),3.89,4.103690905519116,0.21369090551911585
21,135benzenetricarboxylic_2an->3an (-2 -> -3),4.7,4.5146034043257215,0.18539659567427869
22,13phenylenediamine_2cation->cation (+2 -> +1),2.54,2.5896838149690504,0.04968381496905039
23,13phenylenediamine_cation->neut (+1 -> +0),4.88,4.801945598707712,0.07805440129228813
24,13propanediamine_2cation->cation (+2 -> +1),8.49,7.816746435702076,0.6732535642979238
25,13propanediamine_cation->neut (+1 -> +0),10.47,10.143785461337291,0.32621453866270933
26,14dimethylurazole_neut->an (+0 -> -1),5.3,6.584262965334368,1.284262965334368
27,14phenylenediamine_2cation->cation (+2 -> +1),2.97,3.17574671293558,0.2057467129355799
28,14phenylenediamine_cation->neut (+1 -> +0),5.94,6.521105770846809,0.5811057708468086
29,17phenanthroline_cation->neut (+1 -> +0),4.3,4.374998961082476,0.07499896108247661
30,1amino2naphtalenesulfonic_neut->an (+0 -> -1),1.71,2.146020518308987,0.4360205183089869
31,1amino3naphtalenesulfonic_neut->an (+0 -> -1),3.2,3.10361740378685,0.09638259621315015
32,1amino4naphtalenesulfonic_neut->an (+0 -> -1),2.81,2.868520052453234,0.058520052453233884
33,1amino5naphtalenesulfonic_neut->an (+0 -> -1),3.69,3.6458014715676192,0.0441985284323807
34,1amino6naphtalenesulfonic_neut->an (+0 -> -1),3.8,3.802786682868944,0.0027866828689440126
35,1amino7naphtalenesulfonic_neut->an (+0 -> -1),3.66,3.64652012303483,0.013479876965170057
36,1amino8naphtalenesulfonic_neut->an (+0 -> -1),5.03,4.637842874907169,0.3921571250928313
37,1aminoacridine_cation->neut (+1 -> +0),6.02,6.296239997882882,0.27623999788288245
38,1aminocyclopropane_cation->neut (+1 -> +0),9.1,9.106568158826832,0.00656815882683226
39,1cyanomethylpiperidine_cation->neut (+1 -> +0),4.55,4.707871236539848,0.15787123653984825
40,1hydroxyacridine_cation->neut (+1 -> +0),5.72,5.374849128222974,0.34515087177702597
41,1hydroxyacridine_neut->an (+0 -> -1),8.51,8.663504709937655,0.1535047099376552
42,1methyl3pyrroline_cation->neut (+1 -> +0),9.88,8.069014512335997,1.810985487664004
43,1methylhistidine_2cation->cation (+2 -> +1),1.69,1.980681646127926,0.290681646127926
44,1methylhistidine_cation->neut (+1 -> +0),6.48,5.745750356157952,0.7342496438420483
45,1methylhistidine_neut->an (+0 -> -1),8.85,9.119133014213478,0.26913301421347846
46,1methylimidazole_cation->neut (+1 -> +0),7.31,7.048216919318584,0.26178308068141565
47,1methylxanthine_an->2an (-1 -> -2),12.0,11.819499955771985,0.18050004422801535
48,1naphtoic_neut->an (+0 -> -1),3.7,4.146488855336994,0.4464888553369937
49,1naphtol_neut->an (+0 -> -1),9.34,9.522012157034577,0.18201215703457763
50,1naphtylamine_cation->neut (+1 -> +0),3.92,3.8455967976005274,0.07440320239947251
51,1phenylurazole_neut->an (+0 -> -1),4.8,5.060154794778544,0.2601547947785443
52,2-methylpropanoic_neut->an (+0 -> -1),4.84,4.79053995227657,0.04946004772342949
53,22bipyridine_2cation->cation (+2 -> +1),0.05,1.006906897101282,0.956906897101282
54,22bipyridine_cation->neut (+1 -> +0),4.4,4.418642587938905,0.018642587938904498
55,22dibromopropanoic_neut->an (+0 -> -1),1.48,1.8473775924046683,0.3673775924046683
56,22dichloropropanoic_neut->an (+0 -> -1),2.06,1.4994470452167326,0.5605529547832675
57,2345tetramethylpyrrole_cation->neut (+1 -> +0),3.78,3.48852047931366,0.29147952068633964
58,234trimethylpyrrole_cation->neut (+1 -> +0),3.92,3.4313009965434667,0.4886990034565333
59,23butanediamine_2cation->cation (+2 -> +1),6.91,6.637419343499084,0.27258065650091634
60,23butanediamine_cation->neut (+1 -> +0),10.0,10.268156759906852,0.2681567599068515
61,23dichlorophenol_neut->an (+0 -> -1),7.44,7.965099187017088,0.525099187017088
62,23dimethylaniline_cation->neut (+1 -> +0),4.7,4.277205962236407,0.4227940377635928
63,23dimethylbenzoic_neut->an (+0 -> -1),3.77,4.44529513030199,0.6752951303019903
64,23dimethylphenol_neut->an (+0 -> -1),10.5,10.547058597544758,0.047058597544758385
65,23dimethylquinoline_cation->neut (+1 -> +0),4.94,5.329100278684197,0.3891002786841966
66,23dinitrobenzoic_neut->an (+0 -> -1),1.85,1.3683682905194,0.4816317094806002
67,23dimethylsuccinic_neut->an (+0 -> -1),3.93,3.5918991847598427,0.33810081524015745
68,23dimethylsuccinic_an->2an (-1 -> -2),6.0,6.68837961563072,0.68837961563072
69,234trimethylphenol_neut->an (+0 -> -1),10.59,10.729093172404962,0.13909317240496222
70,245trifluorophenol_neut->an (+0 -> -1),7.37,7.628752639223559,0.25875263922355884
71,245trimethylimidazole_cation->neut (+1 -> +0),8.92,8.984790653868146,0.06479065386814575
72,245trimethylthiazole_cation->neut (+1 -> +0),4.55,4.344688954585153,0.20531104541484702
73,246trimethylbenzoic_neut->an (+0 -> -1),3.45,3.8744564378799247,0.4244564378799245
74,246trimethylphenol_neut->an (+0 -> -1),10.88,10.998840527879256,0.11884052787925548
75,246trimethylpyridine_cation->neut (+1 -> +0),7.43,7.432818728340487,0.00281872834048702
76,246trinitrobenzoic_neut->an (+0 -> -1),0.65,0.6807825367919449,0.03078253679194487
77,246tribromobenzoic_neut->an (+0 -> -1),1.41,1.4827999708389061,0.07279997083890621
78,246trimethylpyridineNoxyde_cation->neut (+1 -> +0),1.99,1.4888250060131503,0.5011749939868497
79,24dichloro6nitroaniline_cation->neut (+1 -> +0),-3.0,-3.271664456033274,0.27166445603327416
80,24dichlorophenol_neut->an (+0 -> -1),7.85,7.921611693552152,0.07161169355215247
81,24dimethyl8hydroxyquinoline_cation->neut (+1 -> +0),6.2,6.17578442285497,0.02421557714503031
82,24dimethyl8hydroxyquinoline_neut->an (+0 -> -1),10.6,10.223426710280858,0.3765732897191416
83,24dimethylaniline_cation->neut (+1 -> +0),4.89,5.096738651293205,0.20673865129320568
84,24dimethylbenzoic_neut->an (+0 -> -1),4.22,4.420115153489497,0.20011515348949693
85,24dimethylimidazole_cation->neut (+1 -> +0),8.38,7.791937062419524,0.5880629375804771
86,24dimethylphenol_neut->an (+0 -> -1),10.58,10.535467518295125,0.04453248170487534
87,24dimethylpyridine_cation->neut (+1 -> +0),6.74,6.319635569438108,0.4203644305618921
88,24dimethylpyridineNoxyde_cation->neut (+1 -> +0),1.63,1.6656650803830884,0.035665080383088466
89,24dimethylthiazole_cation->neut (+1 -> +0),3.76,3.425490426982006,0.33450957301799367
90,24dinitrobenzoic_neut->an (+0 -> -1),1.43,2.11493539155704,0.6849353915570402
91,24dinitrophenol_neut->an (+0 -> -1),4.08,4.5744247519735,0.4944247519734999
92,25dichloro4nitroaniline_cation->neut (+1 -> +0),-1.74,-1.6722675503253202,0.06773244967467984
93,25dimethylaniline_cation->neut (+1 -> +0),4.53,4.607589175500519,0.07758917550051869
94,25dimethylbenzoic_neut->an (+0 -> -1),3.99,4.392351551472075,0.4023515514720746
95,25dimethylphenol_neut->an (+0 -> -1),10.22,10.327445707496448,0.10744570749644744
96,25dimethylpiperazine_2cation->cation (+2 -> +1),5.2,5.582335507766331,0.38233550776633063
97,25dimethylpiperazine_cation->neut (+1 -> +0),9.66,9.720708261704978,0.06070826170497767
98,25dimethylpyrazine_cation->neut (+1 -> +0),1.9,2.0461218074625984,0.1461218074625985
99,25dimethylpyridine_cation->neut (+1 -> +0),6.43,6.261518556850688,0.1684814431493118
100,25dimethylpyridineNoxyde_cation->neut (+1 -> +0),1.21,1.4077112609146063,0.19771126091460633
101,25dimethylthiazole_cation->neut (+1 -> +0),3.91,3.857714466997841,0.05228553300215921
102,25dinitrobenzoic_neut->an (+0 -> -1),1.62,1.835540101881552,0.21554010188155193
103,25dinitrophenol_neut->an (+0 -> -1),5.22,5.285483865487119,0.06548386548711882
104,25dioxybenzoquinone_neut->an (+0 -> -1),2.71,2.8421648454975434,0.13216484549754348
105,25dioxybenzoquinone_an->2an (-1 -> -2),5.18,4.967250296382893,0.21274970361710643
106,25dioxydinitrobenzoquinone_an->2an (-1 -> -2),-0.5,0.6225707348383,1.1225707348383
107,26dichloro4nitroaniline_cation->neut (+1 -> +0),-3.31,-3.2006663768010433,0.10933362319895679
108,26dichlorophenol_neut->an (+0 -> -1),6.78,6.650092423056211,0.12990757694378896
109,26dihydroxybenzoic_neut->an (+0 -> -1),1.3,1.3664039237176704,0.06640392371767034
110,26dimethylquinoline_cation->neut (+1 -> +0),5.46,5.540315205354606,0.0803152053546059
111,26dimethyl4nitrophenol_neut->an (+0 -> -1),7.19,6.860092553520374,0.3299074464796261
112,26dimethylaniline_cation->neut (+1 -> +0),3.95,4.4656666253838715,0.5156666253838713
113,26dimethylbenzoic_neut->an (+0 -> -1),3.36,3.356089690711105,0.003910309288894798
114,26dimethylphenol_neut->an (+0 -> -1),10.59,10.144591734758318,0.44540826524168153
115,26dimethylpiperidine_cation->neut (+1 -> +0),11.07,10.790653393927318,0.27934660607268214
116,26dimethylpyrazine_cation->neut (+1 -> +0),2.2,1.9454047416588374,0.2545952583411628
117,26dimethylpyridine_cation->neut (+1 -> +0),6.71,6.3799100847247665,0.33008991527523346
118,26dimethylpyridineNoxyde_cation->neut (+1 -> +0),1.37,1.2369438685159517,0.13305613148404838
119,26dimethylpyrimidine_cation->neut (+1 -> +0),2.7,3.4528516955436013,0.7528516955436011
120,26dinitrobenzoic_neut->an (+0 -> -1),1.14,0.9086057344142384,0.23139426558576148
121,26dinitrophenol_neut->an (+0 -> -1),3.71,3.297420288290134,0.4125797117098662
122,2acetamidobenzoic_neut->an (+0 -> -1),3.63,2.9383465709920324,0.6916534290079674
123,2acetyl1133tetramethylguanidine_cation->neut (+1 -> +0),7.5,7.917511067656303,0.41751106765630297
124,2acetylbenzoic_neut->an (+0 -> -1),4.13,2.847174662907598,1.2828253370924019
125,2acetamidobutanoic_neut->an (+0 -> -1),3.72,3.620439322063489,0.09956067793651124
126,2acetylphenol_neut->an (+0 -> -1),9.19,9.49409743285927,0.3040974328592707
127,2acetylpyridine_cation->neut (+1 -> +0),2.64,2.292766788077337,0.3472332119226631
128,2aminobutanoic_cation->neut (+1 -> +0),2.29,2.308481701371111,0.018481701371110937
129,2aminobutanoic_neut->an (+0 -> -1),9.83,9.597023117633857,0.23297688236614356
130,2amino1naphtalenesulfonic_neut->an (+0 -> -1),2.35,2.960871982312157,0.6108719823121569
131,2amino2cyanopropane_cation->neut (+1 -> +0),5.3,5.382408098513586,0.08240809851358577
132,2amino3methylpyridine_cation->neut (+1 -> +0),7.14,6.686016475089452,0.45398352491054794
133,2amino4methylpyridine_cation->neut (+1 -> +0),7.48,7.625633830226278,0.14563383022627718
134,2amino4naphtalenesulfonic_neut->an (+0 -> -1),3.79,3.443607478791682,0.3463925212083181
135,2amino56dihydropyrimidin4one_cation->neut (+1 -> +0),7.05,6.88146181786887,0.1685381821311296
136,2amino5methylpyridine_cation->neut (+1 -> +0),7.22,7.053738214878034,0.1662617851219661
137,2amino6methylpyridine_cation->neut (+1 -> +0),7.41,7.238192124803419,0.17180787519658125
138,2amino6naphtalenesulfonic_neut->an (+0 -> -1),3.79,3.7106628342525507,0.07933716574744931
139,2amino8naphtalenesulfonic_neut->an (+0 -> -1),3.89,3.7724534532795673,0.11754654672043285
140,2aminoacridine_cation->neut (+1 -> +0),5.9,6.057951460777723,0.15795146077772237
141,2aminobenzoic_cation->neut (+1 -> +0),2.09,2.0588830568663665,0.031116943133633335
142,2aminobenzoic_neut->an (+0 -> -1),4.79,4.611222746686746,0.17877725331325411
143,2aminobenzoicmethylester_cation->neut (+1 -> +0),2.36,2.279082532401641,0.08091746759835905
144,2aminobenzosulfonic_neut->an (+0 -> -1),2.46,2.7914953782438623,0.3314953782438623
145,2aminobenzothiazole_cation->neut (+1 -> +0),4.48,4.047716993317426,0.43228300668257447
146,2aminobiphenyl_cation->neut (+1 -> +0),3.78,3.8082519949127587,0.02825199491275887
147,2aminoethylphosphonic_an->2an (-1 -> -2),10.8,9.143555328861627,1.6564446711383738
148,2aminoethylphosphonic_cation->neut (+1 -> +0),2.45,1.4348627638049285,1.0151372361950717
149,2aminoethylphosphonic_neut->an (+0 -> -1),7.0,8.970996358926858,1.9709963589268575
150,2aminoimidazole_cation->neut (+1 -> +0),8.46,8.128356829456752,0.33164317054324854
151,2aminopyrazine_cation->neut (+1 -> +0),3.07,2.8066059739393268,0.2633940260606731
152,2aminopyridine_cation->neut (+1 -> +0),6.71,6.857250710815987,0.14725071081598706
153,2aminopyrimidine_cation->neut (+1 -> +0),3.55,3.8436119449056987,0.29361194490569886
154,2aminopropanol_cation->neut (+1 -> +0),9.47,9.469857643071073,0.00014235692892761165
155,2aminoquinoline_cation->neut (+1 -> +0),7.34,7.492036191458431,0.15203619145843117
156,2aminothiazole_cation->neut (+1 -> +0),5.36,5.111940103808554,0.24805989619144597
157,2aminothiophenol_neut->an (+0 -> -1),5.9,5.42093051750894,0.4790694824910604
158,2bromo6nitrobenzoic_neut->an (+0 -> -1),1.37,2.0519430763594597,0.6819430763594596
159,2bromoaniline_cation->neut (+1 -> +0),2.53,2.302821045467762,0.22717895453223802
160,2bromobenzoic_neut->an (+0 -> -1),2.85,2.601955560500599,0.24804443949940103
161,2bromophenol_neut->an (+0 -> -1),8.45,8.835869654607745,0.38586965460774536
162,2bromophenylacetic_neut->an (+0 -> -1),2.21,3.0152158923846235,0.8052158923846235
163,2bromophenylphosphonic_an->2an (-1 -> -2),7.37,7.599262293115846,0.22926229311584567
164,2bromophenylphosphonic_neut->an (+0 -> -1),1.53,1.7563587037207773,0.22635870372077727
165,2bromopropanoic_neut->an (+0 -> -1),2.97,3.0201158562023798,0.05011585620237957
166,2bromopyridine_cation->neut (+1 -> +0),0.84,0.9796229456358407,0.13962294563584077
167,2bromoquinoline_cation->neut (+1 -> +0),1.5,0.7161097135055217,0.7838902864944783
168,2carbamoylpyridine_cation->neut (+1 -> +0),2.1,1.3807395090631331,0.719260490936867
169,2chloro2methylpropanoic_neut->an (+0 -> -1),2.98,3.3561868252724665,0.3761868252724665
170,2chloro3nitrobenzoic_neut->an (+0 -> -1),2.02,2.5721786724521456,0.5521786724521456
171,2chloro4nitrobenzoic_neut->an (+0 -> -1),1.96,1.9129000987631777,0.047099901236822284
172,2chloro5nitrobenzoic_neut->an (+0 -> -1),2.17,1.936436744834733,0.23356325516526688
173,2chloro6nitroaniline_cation->neut (+1 -> +0),-2.41,-2.123615404707476,0.28638459529252414
174,2chloroimidazole_cation->neut (+1 -> +0),3.55,3.0173457790551366,0.5326542209448633
175,2chloroisocrotonic_neut->an (+0 -> -1),2.8,3.136094545808329,0.3360945458083293
176,2chloropropanoic_neut->an (+0 -> -1),2.84,2.5985057197790455,0.24149428022095432
177,2chloropyridine_cation->neut (+1 -> +0),0.47,0.7311826463349886,0.26118264633498867
178,2cyano2methylpropanoic_neut->an (+0 -> -1),2.29,2.5844697893234487,0.2944697893234487
179,2cyanopropanoic_neut->an (+0 -> -1),2.37,2.7481441940622746,0.3781441940622745
180,2cyanopyridine_cation->neut (+1 -> +0),-0.26,-0.6033000192888931,0.3433000192888931
181,2dicyanoethylamine_cation->neut (+1 -> +0),5.14,5.670382324876144,0.5303823248761441
182,2dimethylaminopyrazine_cation->neut (+1 -> +0),3.24,2.99095907606527,0.24904092393473043
183,2fluoroaniline_cation->neut (+1 -> +0),3.2,3.5521531246245175,0.3521531246245173
184,2fluoropyridine_cation->neut (+1 -> +0),-0.44,-0.01245924820284916,0.42754075179715084
185,2hydroxy3methylbenzoic_neut->an (+0 -> -1),2.99,2.9686279386407435,0.021372061359256733
186,2hydroxy3nitrobenzoic_neut->an (+0 -> -1),1.87,2.76803827562222,0.8980382756222198
187,2hydroxy4methylpyridine_cation->neut (+1 -> +0),1.14,0.9785925413765444,0.1614074586234555
188,2hydroxy4methylpyridine_neut->an (+0 -> -1),12.23,12.513773692490712,0.28377369249071194
189,2hydroxy1naphtoic_neut->an (+0 -> -1),2.7,3.825209202997005,1.1252092029970049
190,2hydroxy1naphtoic_an->2an (-1 -> -2),11.9,11.14613478317213,0.7538652168278706
191,2hydroxy5nitrobenzoic_neut->an (+0 -> -1),2.12,2.650998972487927,0.5309989724879269
192,2hydroxy6nitrobenzoic_neut->an (+0 -> -1),2.24,1.2407853245887974,0.9992146754112028
193,2hydroxyacridine_cation->neut (+1 -> +0),5.62,5.265447570099266,0.35455242990073454
194,2hydroxyacridine_neut->an (+0 -> -1),8.85,8.848427491658079,0.0015725083419209085
195,2hydroxybenzaldehyde_neut->an (+0 -> -1),8.34,8.19516541320284,0.14483458679715966
196,2hydroxybenzamide_neut->an (+0 -> -1),8.47,8.121217734356112,0.34878226564388903
197,2hydroxypyridine_neut->an (+0 -> -1),11.6,11.656298229275471,0.056298229275471456
198,2hydroxypyridineNoxyde_cation->neut (+1 -> +0),-0.8,-0.7891933813195138,0.010806618680486269
199,2hydroxypyridineNoxyde_neut->an (+0 -> -1),5.97,6.135034473813441,0.16503447381344127
200,2hydroxyquinoline_cation->neut (+1 -> +0),-0.31,-0.20524076422773696,0.10475923577226304
201,2hydroxyquinoline_neut->an (+0 -> -1),11.74,12.037881942313437,0.29788194231343645
202,2iodoaniline_cation->neut (+1 -> +0),2.54,3.090638177409745,0.5506381774097449
203,2iodobenzoic_neut->an (+0 -> -1),2.86,2.8488244247615624,0.011175575238437485
204,2iodophenol_neut->an (+0 -> -1),8.46,8.669003063783592,0.2090030637835909
205,2iodopyridine_cation->neut (+1 -> +0),1.82,2.805495982901964,0.9854959829019638
206,2iodopropanoic_neut->an (+0 -> -1),3.11,3.3703290766494973,0.26032907664949745
207,2mercaptopropanoic_neut->an (+0 -> -1),3.64,4.262872061009297,0.6228720610092968
208,2mercaptopropanoic_an->2an (-1 -> -2),10.21,9.565733584544073,0.6442664154559274
209,2mercaptopyridine_cation->neut (+1 -> +0),-1.07,-1.3376363530721438,0.26763635307214373
210,2mercaptopyridine_neut->an (+0 -> -1),10.0,9.63964487340662,0.36035512659337954
211,2mercaptoquinoline_cation->neut (+1 -> +0),-1.44,-2.2085251727301713,0.7685251727301714
212,2mercaptoquinoline_neut->an (+0 -> -1),10.21,10.16688053888338,0.04311946111662124
213,2methoxycarbonylpyridine_cation->neut (+1 -> +0),2.21,2.241742985974554,0.03174298597455394
214,2methoxyethylamine_cation->neut (+1 -> +0),9.45,9.445278330847632,0.004721669152367269
215,2methoxypyridine_cation->neut (+1 -> +0),3.06,3.097640867370518,0.03764086737051775
216,4methyl34dihydroquinazoline_cation->neut (+1 -> +0),9.19,9.17740411331274,0.01259588668725975
217,2methyl4nitrobenzoic_neut->an (+0 -> -1),2.95,2.8512491680765066,0.09875083192349354
218,2methyl6nitrobenzoic_neut->an (+0 -> -1),1.87,2.5763266822536854,0.7063266822536853
219,2methylaminopyrazine_cation->neut (+1 -> +0),3.39,3.8859154262119224,0.4959154262119223
220,2methylimidazole_cation->neut (+1 -> +0),7.85,7.814223887408166,0.035776112591833886
221,2methylindole_cation->neut (+1 -> +0),-0.2,0.06733162868319553,0.26733162868319554
222,2methylpiperidine_cation->neut (+1 -> +0),11.08,10.98606736051742,0.09393263948257946
223,2methylpyrazine_cation->neut (+1 -> +0),1.46,1.604074103800314,0.14407410380031394
224,2methylpyridine_cation->neut (+1 -> +0),5.96,5.847045131826696,0.11295486817330413
225,2methylpyridinenoxyde_cation->neut (+1 -> +0),1.03,1.2585128546539748,0.22851285465397475
226,2methylquinazoline_cation->neut (+1 -> +0),3.0,3.1976785544923425,0.1976785544923425
227,2methylquinoline_cation->neut (+1 -> +0),5.7,5.577781801316405,0.12221819868359507
228,2methyltetrahydropyridine_cation->neut (+1 -> +0),9.55,9.364158580718705,0.18584141928129583
229,2methylthiazole_cation->neut (+1 -> +0),3.59,3.51148582337148,0.07851417662852
230,2naphtoic_neut->an (+0 -> -1),4.16,3.9960719914136424,0.1639280085863577
231,2naphtol_neut->an (+0 -> -1),9.57,9.684540437285111,0.1145404372851111
232,2naphtylamine_cation->neut (+1 -> +0),4.11,4.076715595690952,0.033284404309048554
233,2nitrohydroquinone_an->2an (-1 -> -2),10.03,10.075721203816897,0.045721203816897926
234,2nitrohydroquinone_neut->an (+0 -> -1),7.63,7.545081596850067,0.08491840314993304
235,2nitroimidazole_cation->neut (+1 -> +0),-0.81,-0.6004718768889958,0.20952812311100422
236,2nitropyridine_cation->neut (+1 -> +0),-2.06,-2.04804870312271,0.01195129687729013
237,2nndimethylaminobenzoic_cation->neut (+1 -> +0),1.4,2.285298280353519,0.8852982803535192
238,2nndimethylaminobenzoic_neut->an (+0 -> -1),8.51,8.299696942550593,0.2103030574494067
239,2oxopropanoic_neut->an (+0 -> -1),2.49,2.1101987957118817,0.3798012042881185
240,2oxynaphtoquinone_neut->an (+0 -> -1),4.0,4.11463951494579,0.11463951494579039
241,2pchlorocinnamic_neut->an (+0 -> -1),4.23,4.050968308157587,0.17903169184241374
242,2ph5phimidazole_cation->neut (+1 -> +0),5.64,5.439572863210376,0.20042713678962354
243,2ph5phimidazole_neut->an (+0 -> -1),12.53,11.68221583686757,0.8477841631324292
244,2phbenzimidazole_neut->an (+0 -> -1),11.91,11.584918840349175,0.32508115965082496
245,2phenylimidazole_cation->neut (+1 -> +0),6.43,5.89396197289037,0.5360380271096297
246,2phenylimidazole_neut->an (+0 -> -1),13.32,12.530433146126612,0.7895668538733887
247,2tertbutylbenzoic_neut->an (+0 -> -1),3.57,2.8098470083402587,0.7601529916597412
248,2tertbutylphenol_neut->an (+0 -> -1),10.62,10.893123577854286,0.2731235778542871
249,2tertbutylpyridine_cation->neut (+1 -> +0),5.76,6.0498418257378255,0.2898418257378257
250,2tertbutylthiazole_cation->neut (+1 -> +0),3.0,3.5687922325139496,0.5687922325139496
251,2thiophenecarboxylic_neut->an (+0 -> -1),3.53,3.4688536965497683,0.06114630345023153
252,2vinylpyridine_cation->neut (+1 -> +0),4.98,4.5519892032393825,0.42801079676061793
253,333trichlorolactic_neut->an (+0 -> -1),2.34,1.476954012521965,0.863045987478035
254,33bipyridine_2cation->cation (+2 -> +1),3.0,3.272430260845354,0.27243026084535416
255,33bipyridine_cation->neut (+1 -> +0),4.6,4.354782690538767,0.24521730946123288
256,34dichlorophenol_neut->an (+0 -> -1),8.63,8.571557001374789,0.058442998625212184
257,34dimethylaniline_cation->neut (+1 -> +0),5.17,5.203055422145719,0.033055422145719326
258,34dimethylbenzoic_neut->an (+0 -> -1),4.41,4.417619148846676,0.007619148846675472
259,34dimethyl8hydroxyquinoline_cation->neut (+1 -> +0),5.8,5.717942611224987,0.0820573887750129
260,34dimethyl8hydroxyquinoline_neut->an (+0 -> -1),10.05,10.029827263451065,0.020172736548936143
261,34dimethylphenol_neut->an (+0 -> -1),10.32,10.427524029662695,0.10752402966269514
262,34dimethylpyridine_cation->neut (+1 -> +0),6.47,6.452393359285296,0.01760664071470419
263,34dimethylpyridineNoxyde_cation->neut (+1 -> +0),1.49,1.4286313155141945,0.06136868448580546
264,34dinitrobenzoic_neut->an (+0 -> -1),2.82,2.8006455127877166,0.019354487212283278
265,34dinitrophenol_neut->an (+0 -> -1),5.42,5.570064312433055,0.15006431243305496
266,345trifluorophenol_neut->an (+0 -> -1),7.84,7.8792310537477865,0.03923105374778668
267,345trimethylphenol_neut->an (+0 -> -1),10.25,10.556892391402894,0.3068923914028936
268,35dibromoaniline_cation->neut (+1 -> +0),2.35,2.2845503270887635,0.0654496729112366
269,35dibromophenol_neut->an (+0 -> -1),8.06,8.158857347271582,0.09885734727158102
270,35dichlorophenol_neut->an (+0 -> -1),8.48,8.0076344956287,0.4723655043713002
271,35dihydroxybenzoic_neut->an (+0 -> -1),4.04,4.02969296470527,0.010307035294729872
272,35diiodoaniline_cation->neut (+1 -> +0),2.37,2.751864556975298,0.3818645569752981
273,35diiodophenol_neut->an (+0 -> -1),8.1,8.358066728856254,0.2580667288562548
274,35dimethoxyaniline_cation->neut (+1 -> +0),3.86,3.8706833120068067,0.010683312006806833
275,35dimethoxyphenol_neut->an (+0 -> -1),9.35,9.395165203844773,0.04516520384477296
276,35dimethyl4nitrophenol_neut->an (+0 -> -1),8.25,7.57268541206368,0.67731458793632
277,35dimethylbenzoic_neut->an (+0 -> -1),4.3,4.199067446352854,0.10093255364714615
278,35dimethylphenol_neut->an (+0 -> -1),10.15,9.973244330305814,0.17675566969418632
279,35dimethylpyridine_cation->neut (+1 -> +0),6.09,5.978389574922577,0.1116104250774228
280,35dimethylpyridineNoxyde_cation->neut (+1 -> +0),1.18,0.6699559833339457,0.5100440166660543
281,35dinitroaniline_cation->neut (+1 -> +0),0.23,0.2513641007919416,0.021364100791941593
282,35dinitrobenzoic_neut->an (+0 -> -1),2.85,2.6315538774053726,0.21844612259462748
283,35dinitrophenol_neut->an (+0 -> -1),6.73,6.694199060339568,0.035800939660432185
284,36dichlorophtalic_neut->an (+0 -> -1),1.46,1.8433916204513316,0.3833916204513317
285,36dimethylpyridazine_cation->neut (+1 -> +0),3.99,4.3739249329333845,0.38392493293338426
286,3acetamidobenzoic_neut->an (+0 -> -1),4.07,3.7753600703400245,0.29463992965997576
287,3acetoxybenzoic_neut->an (+0 -> -1),4.0,3.8351656407337265,0.16483435926627354
288,3acetylbenzoic_neut->an (+0 -> -1),3.83,3.7757739028250237,0.054226097174976395
289,3acetylpyridine_cation->neut (+1 -> +0),3.26,3.2278383716809786,0.03216162831902114
290,3amino1naphtoic_cation->neut (+1 -> +0),2.61,3.664673533565545,1.0546735335655453
291,3amino1naphtoic_neut->an (+0 -> -1),4.39,4.245861394151742,0.14413860584825766
292,3aminobenzoic_cation->neut (+1 -> +0),3.07,3.315362709300058,0.24536270930005832
293,3aminobenzoic_neut->an (+0 -> -1),4.79,4.376316982752134,0.41368301724786605
